# Time	RLS_Output	RLS_Error
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.004008016032063962e-03	0.000000000000000000e+00	0.000000000000000000e+00
4.008016032064127925e-03	0.000000000000000000e+00	0.000000000000000000e+00
6.012024048096191453e-03	0.000000000000000000e+00	0.000000000000000000e+00
8.016032064128255849e-03	0.000000000000000000e+00	0.000000000000000000e+00
1.002004008016032024e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.202404809619238291e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.402805611222444730e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.603206412825651170e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.803607214428857436e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.004008016032064049e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.204408817635270315e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.404809619238476581e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.605210420841683194e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.805611222444889460e-02	0.000000000000000000e+00	0.000000000000000000e+00
3.006012024048096073e-02	0.000000000000000000e+00	0.000000000000000000e+00
3.206412825651302340e-02	0.000000000000000000e+00	0.000000000000000000e+00
3.406813627254508953e-02	0.000000000000000000e+00	0.000000000000000000e+00
3.607214428857714872e-02	0.000000000000000000e+00	0.000000000000000000e+00
3.807615230460921485e-02	0.000000000000000000e+00	0.000000000000000000e+00
4.008016032064128098e-02	0.000000000000000000e+00	0.000000000000000000e+00
4.208416833667334017e-02	0.000000000000000000e+00	0.000000000000000000e+00
4.408817635270540630e-02	0.000000000000000000e+00	0.000000000000000000e+00
4.609218436873747243e-02	0.000000000000000000e+00	0.000000000000000000e+00
4.809619238476953162e-02	0.000000000000000000e+00	0.000000000000000000e+00
5.010020040080159776e-02	0.000000000000000000e+00	9.999950454033060820e-01
5.210420841683366389e-02	6.871009918507495762e-01	3.107148247758781956e-01
5.410821643286573002e-02	8.514124116428402056e-01	1.402704591823641378e-01
5.611222444889778921e-02	9.345761029310213353e-01	4.704440607810356223e-02
5.811623246492985534e-02	9.558754341266876287e-01	1.179316786809725404e-02
6.012024048096192147e-02	1.028530673338787782e+00	-7.864824091689071039e-02
6.212424849699398066e-02	1.040392707783730275e+00	-1.120602320805985652e-01
6.412825651302604679e-02	1.044721874891698876e+00	-1.416177541173548882e-01
6.613226452905811292e-02	9.711492902087929258e-01	-9.685195845690997007e-02
6.813627254509017905e-02	8.772105663085449923e-01	-3.518431447092618125e-02
7.014028056112224518e-02	9.133434648810995204e-01	-1.069247138399349595e-01
